Central_face,Forehead,Forehead_left,Forehead_right,Lower_lip,Nose,Peripheral_face
1.290718203,0.914713169,1.058565436,0.679360011,0.593875666,1.278520060,1.372842890
1.218065710,0.989782636,1.047468275,0.784800906,-0.034547281,1.178946366,0.752206309
0.962892519,0.810561356,0.956591079,0.506441105,0.446309912,0.720726438,0.674012820
0.874156055,0.878255880,0.811940459,0.779307861,0.682883156,0.846575181,0.760491754
0.674951441,0.676670300,0.696624686,0.223276417,0.368448994,0.649421601,0.438578936
0.743081996,0.735122169,0.837508917,0.743795450,0.548843536,0.646594052,0.823449940
0.391355176,0.476180365,0.482852998,0.311136155,0.550715609,0.422034346,0.442759255
0.214888096,0.472638220,0.548549899,0.370122953,0.558834881,0.720721368,0.573440086
0.029942529,0.268349180,0.398289295,0.297351927,0.300781533,0.077174532,0.331233763
-0.208388588,0.140748492,0.183148268,0.098132149,0.088071310,-0.033370351,0.181405867
-0.604646299,-0.103442119,-0.241089301,0.315839805,0.174815961,-0.207653222,-0.296761225
-0.545193887,-0.253782205,-0.218869668,-0.090744409,-0.400743322,-0.150137457,-0.381802145
-0.992643084,-0.611327060,-0.663281877,-0.205473016,-1.491984073,-1.186583484,-1.035887475
-1.138828994,-0.995883132,-0.908346350,-0.841367182,-1.033275309,-1.008842357,-1.306399192
-1.453592236,-1.429159720,-1.356453439,-1.102676013,-1.606512480,-1.397295359,-1.308323574
-1.702040644,-1.564966059,-1.859869518,-1.114453146,-1.266199521,-1.618772053,-1.932141681
-1.818296830,-1.655334128,-1.662103674,-1.588632932,-1.559486600,-1.845280062,-1.553083445
-1.620560908,-2.084622633,-2.119316382,-2.244921307,-1.060027600,-2.003688084,-1.650904106
-1.383425308,-1.310652445,-1.678504089,-1.099272093,-1.139559824,-1.415804327,-1.493886537
-1.041850788,-1.037828110,-1.225892955,-0.687535409,-1.276209161,-1.145900891,-1.215887194
-0.677383020,-0.609289898,-0.866127041,-0.405758428,-1.520181795,-0.408169445,-1.178477027
-0.029141489,-0.020689409,-0.240815175,0.568264601,-0.311672549,-0.313393495,-0.603330580
0.631471610,0.533274956,0.184959817,0.647198001,-0.222527665,0.292853462,-0.056647205
0.865889149,1.048998041,0.693826800,1.205324145,0.457669480,0.796813445,0.594032745
1.090861463,1.060303066,0.906612611,1.094443854,1.212693857,0.981102144,1.101620064
1.233923751,1.202060960,1.380273104,1.255078798,2.076374894,0.951037427,1.333613198
1.391571002,1.189652573,1.048099678,1.231605941,1.882282948,1.030011027,1.434918679
1.160932064,1.440279619,1.315942425,1.377052192,1.210346443,1.074855145,1.000245406
1.128411813,1.269595558,1.340828003,0.954479982,0.156495492,1.426438910,0.843707051
0.821286350,1.143361157,0.834859170,0.991342291,-0.169776225,1.146830573,0.608650893
0.852854409,1.051107720,1.022814551,1.062789499,0.052962469,0.746347465,0.447043814
0.631365521,1.046515636,0.847646852,1.054161699,0.161560930,0.995239982,0.608305156
0.562303782,0.675749639,0.397721122,0.916687962,-0.235871684,0.591604934,0.004776748
0.220129682,0.407404052,0.063151884,0.448412986,-0.091241629,0.501145926,0.348687510
0.213036521,0.228807735,0.002305000,-0.016343232,-0.286093857,0.422798895,-0.059917259
-0.050851433,0.113474437,0.075478726,-0.267946385,-0.473145856,0.470533344,-0.322319607
-0.156067658,-0.247544453,-0.305734682,-0.346776307,-0.874466937,0.112853080,-0.537606759
-0.374023352,-0.255174822,-0.078058446,-0.288102587,-0.549659273,-0.156703094,-0.164071506
-0.480037188,-0.632595945,-0.592655173,-0.640413394,-0.876058900,-0.549266106,-0.450998806
-0.693954860,-0.679679724,-0.692146158,-0.982679499,-1.516383906,-0.141579773,-0.957990868
-1.095581908,-0.992740441,-1.037941580,-1.060343049,-1.396744755,-0.553575998,-1.040416996
-1.256406038,-1.142285851,-1.361173917,-0.858600842,-1.660110418,-0.921109189,-1.289726264
-1.357484258,-1.202648699,-1.165044322,-1.368319160,-1.267486673,-1.026110023,-1.229526055
-1.607844533,-1.636515881,-1.521886272,-1.713137864,-1.797499410,-1.494587060,-1.505521278
-1.419746277,-1.430629631,-1.385454585,-1.568878409,-1.255045949,-1.234098152,-1.235483661
-0.985912350,-0.965880467,-0.901622866,-1.212673016,-0.976101657,-0.730398622,-1.351644630
-0.638209709,-0.492759154,-0.461380388,-0.594297071,-0.365131866,-0.364693637,-0.644765265
-0.090711441,-0.093582171,-0.175954779,0.260780312,0.578042383,-0.341470056,-0.114954965
0.315921865,0.310552520,0.527484873,0.354079295,1.316588773,-0.011344115,0.180494085
0.953611247,0.826914268,0.931368931,0.798287551,1.384322004,0.851790400,0.615770404
1.144714020,1.020355589,0.877046410,0.871975012,0.680972383,1.001705199,1.021585283
1.359554041,1.235503841,1.275005296,1.137618567,0.804539095,1.527013087,1.071859673
1.418446267,1.382536615,1.572929638,1.169750560,0.486507301,1.483362576,0.952769534
1.338193783,1.315307590,1.244443375,1.355080090,0.731869205,1.151824012,1.153901086
1.464774125,1.414777249,1.426367115,1.594236262,1.500099289,1.306283603,0.840489541
1.295377865,1.421180123,1.460150120,1.325728750,0.801199710,1.103951369,1.063413529
1.297708427,1.348746332,1.362034363,1.173043048,1.777392339,1.391191196,1.606156603
1.020469389,1.331723711,1.359360176,0.992769601,1.358964040,1.361353337,0.923066289
0.916968603,0.993608171,1.039100899,1.292030313,1.181907292,0.946428432,0.800025553
0.884120919,0.924249807,0.999342822,0.847585515,0.537363612,1.391323762,0.283923039
0.488317392,0.839544664,0.794624732,0.938211326,-0.524564108,0.841116165,0.377430132
0.249917693,0.710784318,0.501833741,0.793297125,-0.550427320,0.828437041,0.023094686
0.047699261,0.516136764,0.633697410,0.231916811,-0.345391001,0.486101371,-0.153933087
0.124269260,0.206239533,0.216936573,0.219953981,0.166148288,0.300698250,-0.407648310
-0.192553544,0.108121278,0.251882649,0.033072280,0.439531393,0.165730249,0.030171279
